chapter,chapter_title,sent_id,text
1,Chapter One,75,"""You will have to answer them,"" said K. ""Here are my identification papers, now show me yours and I certainly want to see the arrest warrant."""
1,Chapter One,76,"""Oh, my God!"" said the policeman."
1,Chapter One,77,"""In a position like yours, and you think you can start giving orders, do you."
1,Chapter One,78,"It won't do you any good to get us on the wrong side, even if you think it will— we're probably more on your side that anyone else you know!"""
1,Chapter One,79,"""That's true, you know, you'd better believe it,"" said Franz_Warder, holding a cup of coffee in his hand which he did not lift to his mouth but looked at K. in a way that was probably meant to be full of meaning but could not actually be understood."
1,Chapter One,80,"K. found himself, without intending it, in a mute dialogue with Franz_Warder, but then slapped his hand down on his papers and said, ""Here are my identity documents."""
1,Chapter One,81,"""And what do you want us to do about it?"" replied the big policeman, loudly."
1,Chapter One,82,"""The way you're carrying on, it's worse than a child."
1,Chapter One,83,What is it you want?
1,Chapter One,84,"Do you want to get this great, bloody trial of yours over with quickly by talking about ID and arrest warrants with us?"
1,Chapter One,85,"We're just coppers, that's all we are."
1,Chapter One,86,"Junior officers like us hardly know one end of an ID card from another, all we've got to do with you is keep an eye on you for ten hours a day and get paid for it."
1,Chapter One,87,That's all we are.
1,Chapter One,88,"Mind you, what we can do is make sure that the high officials we work for find out just what sort of person it is they're going to arrest, and why he should be arrested, before they issue the warrant."
1,Chapter One,89,There's no mistake there.
1,Chapter One,90,"Our authorities as far as I know, and I only know the lowest grades, don't go out looking for guilt among the public; it's the guilt that draws them out, like it says in the law, and they have to send us police officers out."
1,Chapter One,91,That's the law.
1,Chapter One,92,"Where d'you think there'd be any mistake there?"""
1,Chapter One,93,"""I don't know this law,"" said K. ""So much the worse for you, then,"" said the policeman."
1,Chapter One,94,"""It's probably exists only in your heads,"" said K., he wanted, in some way, to insinuate his way into the thoughts of the policemen, to re-shape those thoughts to his benefit or to make himself at home there."
1,Chapter One,95,"But the policeman just said dismissively, ""You'll find out when it affects you."""
1,Chapter One,96,"Franz_Warder joined in, and said, ""Look at this, Willem_Warder, he admits he doesn't know the law and at the same time insists he's innocent."""
1,Chapter One,97,"""You're quite right, but we can't get him to understand a thing,"" said the other."
1,Chapter One,98,"K. stopped talking with them; do I, he thought to himself, do I really have to carry on getting tangled up with the chattering of base functionaries like this?— and they admit themselves that they are of the lowest position."
1,Chapter One,99,"They're talking about things of which they don't have the slightest understanding, anyway."
1,Chapter One,100,It's only because of their stupidity that they're able to be so sure of themselves.
1,Chapter One,101,"I just need few words with someone of the same social standing as myself and everything will be incomparably clearer, much clearer than a long conversation with these two can make it."
1,Chapter One,102,"He walked up and down the free space in the room a couple of times, across the street he could see the old woman who, now, had pulled an old man, much older than herself, up to the window and had her arms around him."
1,Chapter One,103,"K. had to put an end to this display, ""Take me to your superior,"" he said."
1,Chapter One,104,"""As soon as he wants to see you."
1,Chapter One,105,"Not before,"" said the policeman, the one called Willem_Warder."
1,Chapter One,106,"""And now my advice to you,"" he added, ""is to go into your room, stay calm, and wait and see what's to be done with you."
1,Chapter One,107,"If you take our advice, you won't tire yourself out thinking about things to no purpose, you need to pull yourself together as there's a lot that's going to required of you."
1,Chapter One,108,"You've not behaved towards us the way we deserve after being so good to you, you forget that we, whatever we are, we're still free men and you're not, and that's quite an advantage."
1,Chapter One,109,"But in spite of all that we're still willing, if you've got the money, to go and get you some breakfast from the café over the road."
1,Chapter One,110,"""

Without giving any answer to this offer, K. stood still for some time."
1,Chapter One,111,"Perhaps, if he opened the door of the next room or even the front door, the two of them would not dare to stand in his way, perhaps that would be the simplest way to settle the whole thing, by bringing it to a head."
1,Chapter One,112,"But maybe they would grab him, and if he were thrown down on the ground he would lose all the advantage he, in a certain respect, had over them."
1,Chapter One,113,"So he decided on the more certain solution, the way things would go in the natural course of events, and went back in his room without another word either from him or from the policemen."
1,Chapter One,114,"He threw himself down on his bed, and from the dressing table he took the nice apple that he had put there the previous evening for his breakfast."
1,Chapter One,115,"Now it was all the breakfast he had and anyway, as he confirmed as soon as he took his first, big bite of it, it was far better than a breakfast he could have had through the good will of the policemen from the dirty café."
1,Chapter One,116,"He felt well and confident, he had failed to go into work at the bank this morning but that could easily be excused because of the relatively high position he held there."
1,Chapter One,117,Should he really send in his explanation?
1,Chapter One,118,He wondered about it.
1,Chapter One,119,"If nobody believed him, and in this case that would be understandable, he could bring Mrs_Grubach in as a witness, or even the old pair from across the street, who probably even now were on their way over to the window opposite."
1,Chapter One,120,"It puzzled K., at least it puzzled him looking at it from the policemen's point of view, that they had made him go into the room and left him alone there, where he had ten different ways of killing himself."
1,Chapter One,121,"At the same time, though, he asked himself, this time looking at it from his own point of view, what reason he could have to do so."
1,Chapter One,122,"Because those two were sitting there in the next room and had taken his breakfast, perhaps."
1,Chapter One,123,"It would have been so pointless to kill himself that, even if he had wanted to, the pointlessness would have made him unable."
1,Chapter One,124,"Maybe, if the policemen had not been so obviously limited in their mental abilities, it could have been supposed that they had come to the same conclusion and saw no danger in leaving him alone because of it."
1,Chapter One,125,"They could watch now, if they wanted, and see how he went over to the cupboard in the wall where he kept a bottle of good schnapps, how he first emptied a glass of it in place of his breakfast and how he then took a second glassful in order to give himself courage, the last one just as a precaution for the unlikely chance it would be needed."
1,Chapter One,126,Then he was so startled by a shout to him from the other room that he struck his teeth against the glass.
1,Chapter One,127,"""The Supervisor wants to see you!"""
1,Chapter One,128,a voice said.
1,Chapter One,129,"It was only the shout that startled him, this curt, abrupt, military shout, that he would not have expected from the policeman called Franz_Warder."
1,Chapter One,130,"In itself, he found the order very welcome."
1,Chapter One,131,"""At last!"""
1,Chapter One,132,"he called back, locked the cupboard and, without delay, hurried into the next room."
1,Chapter One,133,The two policemen were standing there and chased him back into his bedroom as if that were a matter of course.
1,Chapter One,134,"""What d'you think you're doing?"" they cried."
1,Chapter One,135,"""Think you're going to see the Supervisor dressed in just your shirt, do you?"
1,Chapter One,136,"He'd see to it you got a right thumping, and us and all!"""
1,Chapter One,137,"""Let go of me for God's sake!"""
1,Chapter One,138,"called K., who had already been pushed back as far as his wardrobe, ""if you accost me when I'm still in bed you can't expect to find me in my evening dress."""
1,Chapter One,139,"""That won't help you,"" said the policemen, who always became very quiet, almost sad, when K. began to shout, and in that way confused him or, to some extent, brought him to his senses."
1,Chapter One,140,"""Ridiculous formalities!"""
1,Chapter One,141,"he grumbled, as he lifted his coat from the chair and kept it in both his hands for a little while, as if holding it out for the policemen's inspection."
1,Chapter One,142,They shook their heads.
1,Chapter One,143,"""It's got to be a black coat,"" they said."
1,Chapter One,144,"At that, K. threw the coat to the floor and said— without knowing even himself what he meant by it— ""Well it's not going to be the main trial, after all."""
1,Chapter One,145,"The policemen laughed, but continued to insist, ""It's got to be a black coat."""
1,Chapter One,146,"""Well that's alright by me if it makes things go any faster,"" said K. He opened the wardrobe himself, spent a long time searching through all the clothes, and chose his best black suit which had a short jacket that had greatly surprised those who knew him, then he also pulled out a fresh shirt and began, carefully, to get dressed."
1,Chapter One,147,He secretly told himself that he had succeeded in speeding things up by letting the policemen forget to make him have a bath.
1,Chapter One,148,"He watched them to see if they might remember after all, but of course it never occurred to them, although Willem_Warder did not forget to send Franz_Warder up to the Supervisor with the message saying that K. was getting dressed."
1,Chapter One,149,"Once he was properly dressed, K. had to pass by Willem_Warder as he went through the next room into the one beyond, the door of which was already wide open."
1,Chapter One,150,K. knew very well that this room had recently been let to a typist called 'Miss_Buerstner'.
1,Chapter One,151,"She was in the habit of going out to work very early and coming back home very late, and K. had never exchanged more than a few words of greeting with her."
1,Chapter One,152,"Now, her bedside table had been pulled into the middle of the room to be used as a desk for these proceedings, and the Supervisor sat behind it."
1,Chapter One,153,"He had his legs crossed, and had thrown one arm over the backrest of the chair."
1,Chapter One,154,In one corner of the room there were three young people looking at the photographs belonging to Miss_Buerstner that had been put into a piece of fabric on the wall.
1,Chapter One,155,Hung up on the handle of the open window was a white blouse.
1,Chapter One,156,"At the window across the street, there was the old pair again, although now their number had increased, as behind them, and far taller than they were, stood a man with an open shirt that showed his chest and a reddish goatee beard which he squeezed and twisted with his fingers."
1,Chapter One,157,"""K.?"" asked the Supervisor, perhaps merely to attract K.'s attention as he looked round the room."
1,Chapter One,158,K. nodded.
1,Chapter One,159,"""I daresay you were quite surprised by all that's been taking place this morning,"" said the Supervisor as, with both hands, he pushed away the few items on the bedside table— the candle and box of matches, a book and a pin cushion which lay there as if they were things he would need for his own business."
1,Chapter One,160,"""Certainly,"" said K., and he began to feel relaxed now that, at last, he stood in front of someone with some sense, someone with whom he would be able to talk about his situation."
1,Chapter One,161,"""Certainly I'm surprised, but I'm not in any way very surprised."""
1,Chapter One,162,"""You're not very surprised?"" asked the Supervisor, as he positioned the candle in the middle of the table and the other things in a group around it."
1,Chapter One,163,"""Perhaps you don't quite understand me,"" K. hurriedly pointed out."
1,Chapter One,164,"""What I mean is…"" here K. broke off what he was saying and looked round for somewhere to sit."
1,Chapter One,165,"""I may sit down, mayn't I?"""
1,Chapter One,166,he asked.
1,Chapter One,167,"""That's not usual,"" the Supervisor answered."
1,Chapter One,168,"""What I mean is…,"" said K. without delaying a second time, ""that, yes, I am very surprised but when you've been in the world for thirty years already and had to make your own way through everything yourself, which has been my lot, then you become hardened to surprises and don't take them too hard."
1,Chapter One,169,"Especially not what's happened today."""
1,Chapter One,170,"""Why especially not what's happened today?"""
1,Chapter One,171,"""I wouldn't want to say that I see all of this as a joke, you seem to have gone to too much trouble making all these arrangements for that."
1,Chapter One,172,"Everyone in the house must be taking part in it as well as all of you, that would be going beyond what could be a joke."
1,Chapter One,173,"So I don't want to say that this is a joke."""
1,Chapter One,174,"""Quite right,"" said the Supervisor, looking to see how many matches were left in the box."
1,Chapter One,175,"""But on the other hand,"" K. went on, looking round at everyone there and even wishing he could get the attention of the three who were looking at the photographs, ""on the other hand this really can't be all that important."
1,Chapter One,176,"That follows from the fact that I've been indicted, but can't think of the slightest offence for which I could be indicted."
1,Chapter One,177,"But even that is all beside the point, the main question is: Who is issuing the indictment?"
1,Chapter One,178,What office is conducting this affair?
1,Chapter One,179,Are you officials?
1,Chapter One,180,"None of you is wearing a uniform, unless what you are wearing""— here he turned towards Franz_Warder— ""is meant to be a uniform, it's actually more of a travelling suit."
1,Chapter One,181,"I require a clear answer to all these questions, and I'm quite sure that once things have been made clear we can take our leave of each other on the best of terms."""
1,Chapter One,182,The Supervisor slammed the box of matches down on the table.
1,Chapter One,183,"""You're making a big mistake,"" he said."
1,Chapter One,184,"""These gentlemen and I have got nothing to do with your business, in fact we know almost nothing about you."
1,Chapter One,185,We could be wearing uniforms as proper and exact as you like and your situation wouldn't be any the worse for it.
1,Chapter One,186,"As to whether you're on a charge, I can't give you any sort of clear answer to that, I don't even know whether you are or not."
1,Chapter One,187,"You're under arrest, you're quite right about that, but I don't know any more than that."
1,Chapter One,188,"Maybe these officers have been chit-chatting with you, well if they have that's all it is, chit-chat."
1,Chapter One,189,"I can't give you an answer to your questions, but I can give you a bit of advice: You'd better think less about us and what's going to happen to you, and think a bit more about yourself."
1,Chapter One,190,"And stop making all this fuss about your sense of innocence; you don't make such a bad impression, but with all this fuss you're damaging it."
1,Chapter One,191,"And you ought to do a bit less talking, too."
1,Chapter One,192,"Almost everything you've said so far has been things we could have taken from your behaviour, even if you'd said no more than a few words."
1,Chapter One,193,And what you have said has not exactly been in your favour.
1,Chapter One,194,"""

K. stared at the Supervisor."
1,Chapter One,195,"Was this man, probably younger than he was, lecturing him like a schoolmaster."
1,Chapter One,196,Was he being punished for his honesty with a telling off.
1,Chapter One,197,And was he to learn nothing about the reasons for his arrest or those who were arresting him.
1,Chapter One,198,He became somewhat cross and began to walk up and down.
1,Chapter One,199,"No-one stopped him doing this and he pushed his sleeves back, felt his chest, straightened his hair, went over to the three men, said, ""It makes no sense,"" at which these three turned round to face him and came towards him with serious expressions."
1,Chapter One,200,He finally came again to a halt in front of the Supervisor's desk.
1,Chapter One,201,"""State Attorney Hasterer is a good friend of mine,"" he said, ""can I telephone him?"""
1,Chapter One,202,"""Certainly,"" said the Supervisor, ""but I don't know what the point of that will be, I suppose you must have some private matter you want to discuss with him."""
1,Chapter One,203,"""What the point is?"" shouted K., more disconcerted that cross."
1,Chapter One,204,"""Who do you think you are?"
1,Chapter One,205,You want to see some point in it while you're carrying out something as pointless as it could be.
1,Chapter One,206,It's enough to make you cry!
1,Chapter One,207,"These gentlemen first accost me, and now they sit or stand about in here and let me be hauled up in front of you."
1,Chapter One,208,"What point there would be, in telephoning a state attorney when I'm ostensibly under arrest?"
1,Chapter One,209,"Very well, I won't make the telephone call."""
1,Chapter One,210,"""You can call him if you want to,"" said the Supervisor, stretching his hand out towards the outer room where the telephone was, ""please, go on, do make your phone call."""
1,Chapter One,211,"""No, I don't want to any more,"" said K., and went over to the window."
1,Chapter One,212,"Across the street, the people were still there at the window, and it was only now that K. had gone up to his window that they seemed to become uneasy about quietly watching what was going on."
1,Chapter One,213,The old couple wanted to get up but the man behind them calmed them down.
1,Chapter One,214,"""We've got some kind of audience over there,"" called K. to the Supervisor, quite loudly, as he pointed out with his forefinger."
1,Chapter One,215,"""Go away,"" he then called across to them."
1,Chapter One,216,"And the three of them did immediately retreat a few steps, the old pair even found themselves behind the man who then concealed them with the breadth of his body and seemed, going by the movements of his mouth, to be saying something incomprehensible into the distance."
1,Chapter One,217,"They did not disappear entirely, though, but seemed to be waiting for the moment when they could come back to the window without being noticed."
1,Chapter One,218,"""Intrusive, thoughtless people!"" said K. as he turned back into the room."
1,Chapter One,219,"The Supervisor may have agreed with him, at least K. thought that was what he saw from the corner of his eye."
1,Chapter One,220,But it was just as possible that he had not even been listening as he had his hand pressed firmly down on the table and seemed to be comparing the length of his fingers.
1,Chapter One,221,"The two policemen were sitting on a chest covered with a coloured blanket, rubbing their knees."
1,Chapter One,222,The three young people had put their hands on their hips and were looking round aimlessly.
1,Chapter One,223,"Everything was still, like in some office that has been forgotten about."
1,Chapter One,224,"""Now, gentlemen,"" called out K., and for a moment it seemed as if he was carrying all of them on his shoulders, ""it looks like your business with me is over with."
1,Chapter One,225,"In my opinion, it's best now to stop wondering about whether you're proceeding correctly or incorrectly, and to bring the matter to a peaceful close with a mutual handshake."
1,Chapter One,226,"If you are of the same opinion, then please…."""
1,Chapter One,227,and he walked up to the Supervisor's desk and held out his hand to him.
1,Chapter One,228,"The Supervisor raised his eyes, bit his lip and looked at K.'s outstretched hand; K. still believed the Supervisor would do as he suggested."
1,Chapter One,229,"But instead, he stood up, picked up a hard round hat that was laying on Miss_Buerstner's bed and put it carefully onto his head, using both hands as if trying on a new hat."
1,Chapter One,230,"""Everything seems so simple to you, doesn't it,"" he said to K. as he did so, ""so you think we should bring the matter to a peaceful close, do you?"
1,Chapter One,231,"No, no, that won't do."
1,Chapter One,232,"Mind you, on the other hand I certainly wouldn't want you to think there's no hope for you."
1,Chapter One,233,"No, why should you think that?"
1,Chapter One,234,"You're simply under arrest, nothing more than that."
1,Chapter One,235,"That's what I had to tell you, that's what I've done and now I've seen how you've taken it."
1,Chapter One,236,"That's enough for one day and we can take our leave of each other, for the time being at least."
1,Chapter One,237,"I expect you'll want to go in to the bank now, won't you?"""
1,Chapter One,238,"""In to the bank?"" asked K., ""I thought I was under arrest."""
1,Chapter One,239,"K. said this with a certain amount of defiance as, although his handshake had not been accepted, he was feeling more independent of all these people, especially since the Supervisor had stood up."
1,Chapter One,240,He was playing with them.
1,Chapter One,241,"If they left, he had decided he would run after them and offer to let them arrest him."
1,Chapter One,242,"That's why he even repeated, ""How can I go in to the bank when I'm under arrest?"""
1,Chapter One,243,"""I see you've misunderstood me,"" said the Supervisor who was already at the door."
1,Chapter One,244,"""It's true that you're under arrest, but that shouldn't stop you from carrying out your job."
1,Chapter One,245,"And there shouldn't be anything to stop you carrying on with your usual life."""
1,Chapter One,246,"""In that case it's not too bad, being under arrest,"" said K., and went up close to the Supervisor."
1,Chapter One,247,"""I never meant it should be anything else,"" he replied."
1,Chapter One,248,"""It hardly seems to have been necessary to notify me of the arrest in that case,"" said K., and went even closer."
1,Chapter One,249,The others had also come closer.
1,Chapter One,250,All of them had gathered together into a narrow space by the door.
1,Chapter One,251,"""That was my duty,"" said the Supervisor."
1,Chapter One,252,"""A silly duty,"" said K., unyielding."
1,Chapter One,253,"""Maybe so,"" replied the Supervisor, ""only don't let's waste our time talking on like this."
1,Chapter One,254,I had assumed you'd be wanting to go to the bank.
1,Chapter One,255,"As you're paying close attention to every word I'll add this: I'm not forcing you to go to the bank, I'd just assumed you wanted to."
1,Chapter One,256,"And to make things easier for you, and to let you get to the bank with as little fuss as possible I've put these three gentlemen, colleagues of yours, at your disposal."""
1,Chapter One,257,"""What's that?"" exclaimed K., and looked at the three in astonishment."
1,Chapter One,258,"He could only remember seeing them in their group by the photographs, but these characterless, anaemic young people were indeed officials from his bank, not colleagues of his, that was putting it too high and it showed a gap in the omniscience of the Supervisor, but they were nonetheless junior members of staff at the bank."
1,Chapter One,259,How could K. have failed to see that?
1,Chapter One,260,How occupied he must have been with the Supervisor and the policemen not to have recognised these three!
1,Chapter One,261,"Rabensteiner, with his stiff demeanour and swinging hands, Kullich, with his blonde hair and deep-set eyes, and Kaminer, with his involuntary grin caused by chronic muscle spasms."
1,Chapter One,262,"""Good morning,"" said K. after a while, extending his hand to the gentlemen as they bowed correctly to him."
1,Chapter One,263,"""I didn't recognise you at all."
1,Chapter One,264,"So, we'll go into work now, shall we?"""
1,Chapter One,265,"The gentlemen laughed and nodded enthusiastically, as if that was what they had been waiting for all the time, except that K. had left his hat in his room so they all dashed, one after another, into the room to fetch it, which caused a certain amount of embarrassment."
1,Chapter One,266,"K. stood where he was and watched them through the open double doorway, the last to go, of course, was the apathetic Rabensteiner who had broken into no more than an elegant trot."
1,Chapter One,267,"Kaminer got to the hat and K., as he often had to do at the bank, forcibly reminded himself that the grin was not deliberate, that he in fact wasn't able to grin deliberately."
1,Chapter One,268,At that moment Mrs_Grubach opened the door from the hallway into the living room where all the people were.
1,Chapter One,269,"She did not seem to feel guilty about anything at all, and K., as often before, looked down at the belt of her apron which, for no reason, cut so deeply into her hefty body."
1,Chapter One,270,"Once downstairs, K., with his watch in his hand, decided to take a taxi— he had already been delayed by half an hour and there was no need to make the delay any longer."
1,Chapter One,271,"Kaminer ran to the corner to summon it, and the two others were making obvious efforts to keep K. diverted when Kullich pointed to the doorway of the house on the other side of the street where the large man with the blonde goatee beard appeared and, a little embarrassed at first at letting himself be seen in his full height, stepped back to the wall and leant against it."
1,Chapter One,272,The old couple were probably still on the stairs.
1,Chapter One,273,"K. was cross with Kullich for pointing out this man whom he had already seen himself, in fact whom he had been expecting."
1,Chapter One,274,"""Don't look at him!"""
1,Chapter One,275,"he snapped, without noticing how odd it was to speak to free men in this way."
1,Chapter One,276,"But there was no explanation needed anyway as just then the taxi arrived, they sat inside and set off."
1,Chapter One,277,"Inside the taxi, K. remembered that he had not noticed the Supervisor and the policemen leaving— the Supervisor had stopped him noticing the three bank staff and now the three bank staff had stopped him noticing the Supervisor."
1,Chapter One,278,"This showed that K. was not very attentive, and he resolved to watch himself more carefully in this respect."
1,Chapter One,279,"Nonetheless, he gave it no thought as he twisted himself round and leant over onto the rear shelf of the car to catch sight of the Supervisor and the policemen if he could."
1,Chapter One,280,But he turned back round straight away and leant comfortably into the corner of the taxi without even having made the effort to see anyone.
1,Chapter One,281,"Although it did not seem like it, now was just the time when he needed some encouragement, but the gentlemen seemed tired just then, Rabensteiner looked out of the car to the right, Kullich to the left and only Kaminer was there with his grin at K.'s service."
1,Chapter One,282,It would have been inhumane to make fun of that.
1,Chapter One,283,"That spring, whenever possible, K. usually spent his evenings after work— he usually stayed in the office until nine o'clock— with a short walk, either by himself or in the company of some of the bank officials, and then he would go into a pub where he would sit at the regulars' table with mostly older men until eleven."
1,Chapter One,284,"There were, however, also exceptions to this habit, times, for instance, when K. was invited by the bank's manager (whom he greatly respected for his industry and trustworthiness) to go with him for a ride in his car or to eat dinner with him at his large house."
1,Chapter One,285,"K. would also go, once a week, to see a girl called Elsa who worked as a waitress in a wine bar through the night until late in the morning."
1,Chapter One,286,During the daytime she only received visitors while still in bed.
1,Chapter One,287,"That evening, though,— the day had passed quickly with a lot of hard work and many respectful and friendly birthday greetings— K. wanted to go straight home."
